Title,Price,KM,Fuel Type,Transmission,Location,Seats,Engine,Link
2010 Nissan Grand Livina 1.5 XV MPV,90000000,132500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-grand-livina-xv-jawa-barat-bandung/14725301
2011 Nissan March 1.2 XS Hatchback Automatic Gratis Garansi 1tahun,80000000,91000,Pertamax,N/A,Sleman,5,N/A,https://www.mobil123.com/dijual/nissan-march-xs-yogyakarta-sleman/14251837
2005 Audi A4 2.0 Base Spec Sedan,89000000,70000,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/audi-a4-banten-tangerang/14857693
2005 Audi A4 2.0 Base Spec Sedan,89000000,70000,Pertamax,N/A,Bekasi,5,N/A,https://www.mobil123.com/dijual/audi-a4-jawa-barat-pondok-gede/14857674
2011 Daihatsu Xenia 1.3 Xi DELUXE MPV plat ag jon mobil bekas bisa tukar tambah sekoto kediri,85000000,137500,Pertamax,N/A,Kediri,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-xi-deluxe-jawa-timur-pare/14857274
2013 Nissan Livina X-Gear 1.5 X-Gear SUV,86000000,132500,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/nissan-livina-x-gear-x-gear-banten-bsd-city/14779615
2008 Toyota Rush 1.5 S SUV Termurah,88000000,117500,Pertamax,N/A,Jakarta Selatan,5,N/A,https://www.mobil123.com/dijual/toyota-rush-s-dki-jakarta-cilandak/14855578
2017 Mitsubishi Colt T120SS 1.5 Standard Single Cab Pick-up plat ag fauzi mobil bekas bisa tukar tambah sekoto kediri,83000000,22500,Pertamax,N/A,Kediri,3,N/A,https://www.mobil123.com/dijual/mitsubishi-colt-t120ss-standard-single-cab-jawa-timur-pare/14854057
2016 Daihatsu Ayla 1.0 X Hatchback,82000000,67500,Pertamax,N/A,Bekasi,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-pondok-ungu/14502448
( TDP 2jt ) Nissan Grand Livina 1.5 XV AT 2012 Silver Kondisi Istimewa Dan Dijamin Siap Pakai #kawanmobilbekas ,80000000,122000,Pertamax,N/A,Bekasi,7,N/A,https://www.mobil123.com/dijual/nissan-grand-livina-xv-jawa-barat-jati-asih/14851789
2016 Daihatsu Sigra 1.2 R Deluxe MPV,88000000,112500,Pertamax,N/A,Jakarta Timur,7,N/A,https://www.mobil123.com/dijual/daihatsu-sigra-r-deluxe-dki-jakarta-lubang-buaya/14850625
2013 Toyota Etios Valco 1.2 G Hatchback,87900000,117500,Pertamax,N/A,Surabaya,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-timur-surabaya/14764445
2014 Daihatsu Ayla 1.0 X Elegant Hatchback,88000000,82500,Pertamax,N/A,Surabaya,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-elegant-jawa-timur-surabaya/14768676
2012 Daihatsu Xenia 1.3 X MPV Manual Bergaransi Mesin dan Transmisi,90000000,142500,Pertamax,N/A,Bogor,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-x-jawa-barat-bogor-kota/14813884
2019 Renault Kwid 1.0 Climber Hatchback Easy R Facelift AT Biru Metalik - Low KM50rban - RECORD,90000000,52500,Pertamax,N/A,Jakarta Pusat,5,N/A,https://www.mobil123.com/dijual/renault-kwid-climber-dki-jakarta-gunung-sahari/14496535
Tdp 23jt Chevrolet Spin 1.5 LTZ 2013 Low KM,87000000,85999,Pertamax,N/A,Jakarta Utara,7,N/A,https://www.mobil123.com/dijual/chevrolet-spin-ltz-dki-jakarta-sunter/14142311
2016 Daihatsu Ayla 1.0 X Hatchback - MOBIL BEKAS MURAH,80000000,62500,Pertamax,N/A,Jakarta Selatan,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-kebayoran-lama/14464694
"2008 Toyota Vios 1,5 G Sedan",90000000,111652,Pertamax,N/A,Jakarta Timur,5,N/A,https://www.mobil123.com/dijual/toyota-vios-g-dki-jakarta-kramat-jati/14744971
2016 Daihatsu Ayla 1.0 X Hatchback,82000000,62500,Pertamax,N/A,Bogor,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-bogor/14759571
"2013 Daihatsu Sirion 1,3 D FMC DELUXE Hatchback",81900000,84000,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/daihatsu-sirion-d-fmc-deluxe-banten-bsd/14783856
2005 Honda Jazz 1.5 i-DSI Hatchback,82500000,157500,Pertamax,N/A,Jakarta Selatan,5,N/A,https://www.mobil123.com/dijual/honda-jazz-i-dsi-dki-jakarta-kebayoran-baru/13312736
2010 Nissan Grand Livina 1.5 SV MPV plat ag binti mobil bekas bisa tukar tambah sekoto kediri,85000000,142500,Pertamax,N/A,Kediri,7,N/A,https://www.mobil123.com/dijual/nissan-grand-livina-sv-jawa-timur-pare/14823279
"2013 Chevrolet Spin 1,5 LTZ Automatic Abu2 Metalik Pajak Panjang Low KM Mulus Bagus Sekali ",87000000,88000,Pertamax,N/A,Jakarta Utara,7,N/A,https://www.mobil123.com/dijual/chevrolet-spin-ltz-dki-jakarta-mangga-dua/14107276
2015 Suzuki Karimun Wagon R 1.0 GS Wagon R Hatchback manual,89000000,97500,Pertamax,N/A,Surabaya,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gs-wagon-r-jawa-timur-graha-famili/14820090
2015 Toyota Agya 1.0 G Hatchback,85000000,82500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-antapani/14819180
2001 Mitsubishi Galant 2.5 Sedan,90000000,127500,Pertamax,N/A,Jakarta Selatan,5,N/A,https://www.mobil123.com/dijual/mitsubishi-galant-dki-jakarta-tanah-kusir/13163041
2000 Mitsubishi Galant 2.5 Sedan,85000000,127500,Pertamax,N/A,Jakarta Selatan,5,N/A,https://www.mobil123.com/dijual/mitsubishi-galant-dki-jakarta-tanah-kusir/13163186
2009 Toyota Avanza 1.5 S MPV,88000000,237500,Pertamax,N/A,Jakarta Timur,7,N/A,https://www.mobil123.com/dijual/toyota-avanza-s-dki-jakarta-halim/14817797
2017 Daihatsu Ayla 1.0 X Hatchback,89000000,77500,Pertamax,N/A,Bekasi,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-bekasi-utara/14816773
2015 Toyota Etios Valco 1.2 E Hatchback,85000000,87500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-arcamanik/14291775
2013 KIA Picanto 1.2 SE 2 Hatchback,85000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/kia-picanto-se-2-jawa-barat-antapani/14275692
2015 Toyota Etios Valco 1.2 E Hatchback,87000000,87500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-cicendo/14257992
2007 Daihatsu Terios 1.5 TX ELEGANT SUV,85000000,297500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-terios-tx-elegant-jawa-barat-antapani/14159579
2014 Daihatsu Xenia 1.0 D STD MPV,90000000,97500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-d-std-jawa-barat-antapani/14145000
"2013 Mitsubishi Mirage 1,2 GLS Hatchback",85000000,71000,Pertamax,N/A,Jakarta Utara,5,N/A,https://www.mobil123.com/dijual/mitsubishi-mirage-gls-dki-jakarta-kelapa-gading/14815850
2016 Suzuki Karimun Wagon R 1.0 GS Wagon R Hatchback,80000000,77500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gs-wagon-r-jawa-barat-antapani/14127305
2010 Daihatsu Gran Max 1.5 D Van,80000000,97500,Petrol - Unleaded,N/A,Bandung,9,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-d-jawa-barat-astanaanyar/14127117
2013 Suzuki APV 1.5 GX Arena Van,90000000,92500,Pertamax,N/A,Bandung,8,N/A,https://www.mobil123.com/dijual/suzuki-apv-gx-arena-jawa-barat-astanaanyar/14127017
2014 Toyota Etios Valco 1.2 G Hatchback,90000000,27500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-antapani/14116141
2013 KIA Picanto 1.2 SE 2 Hatchback,90000000,122500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/kia-picanto-se-2-jawa-barat-antapani/14114607
2011 Mazda 2 1.5 R Hatchback,90000000,107500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/mazda-2-r-jawa-barat-antapani/14094693
2012 Daihatsu Xenia 1.0 D MPV,88000000,97500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-d-jawa-barat-antapani/14090781
2014 Nissan March 1.2 1.2L Hatchback,88000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-antapani/14085482
2013 Toyota Etios Valco 1.2 G Hatchback,85000000,87500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-antapani/14069947
2016 Toyota Agya 1.0 TRD Sportivo Hatchback,90000000,72500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-trd-sportivo-jawa-barat-antapani/14069871
2012 Daihatsu Gran Max 1.5 D Van,85000000,162500,Pertamax,N/A,Bandung,9,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-d-jawa-barat-ngamprah/14069522
2012 Nissan Grand Livina 1.5 XV MPV,85000000,112500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-grand-livina-xv-jawa-barat-antapani/14062164
2017 Daihatsu Ayla 1.0 X Hatchback,90000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-cicendo/13986314
2016 Toyota Calya 1.2 E MPV,90000000,32500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/toyota-calya-e-jawa-barat-antapani/13986310
2014 Toyota Etios Valco 1.2 G Hatchback,88000000,82500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-arcamanik/13985864
2014 Toyota Agya 1.0 TRD Sportivo Hatchback,85000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-trd-sportivo-jawa-barat-antapani/13984657
2013 Nissan Evalia 1.5 XV MPV,90000000,122500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-xv-jawa-barat-antapani/13931274
2013 Nissan Evalia 1.5 SV MPV,83000000,117500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-jawa-barat-antapani/13907628
2012 Nissan Evalia 1.5 SV MPV,80000000,82500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-jawa-barat-astanaanyar/13893022
2017 Suzuki Karimun Wagon R 1.0 GS Wagon R Hatchback,85000000,42500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gs-wagon-r-jawa-barat-antapani/13893020
2018 Daihatsu Gran Max 1.3 AC Van,89000000,77500,Pertamax,N/A,Bandung,2,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-astanaanyar/13885984
2013 Toyota Agya 1.0 G Hatchback,80000000,82500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-astanaanyar/13750805
2010 Suzuki Swift 1.5 ST Hatchback,90000000,127500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-swift-st-jawa-barat-arcamanik/13730698
2014 Suzuki Karimun Wagon R 1.0 GX Wagon R Hatchback,80000000,47500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gx-wagon-r-jawa-barat-antapani/13724822
2018 Daihatsu Ayla 1.0 X Hatchback,89000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-arcamanik/13713496
2017 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,83000000,52500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-antapani/13713462
2016 Daihatsu Ayla 1.0 X Elegant Hatchback,85000000,37500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-elegant-jawa-barat-astanaanyar/13700482
2017 Daihatsu Ayla 1.0 X Hatchback,90000000,42500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-antapani/13693455
2014 Toyota Agya 1.0 G Hatchback,87000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-astanaanyar/13547996
2016 Daihatsu Sigra 1.2 X MPV,90000000,102500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-sigra-x-jawa-barat-astanaanyar/13528400
2013 Toyota Etios Valco 1.2 G Hatchback,85000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-antapani/13528140
2018 Daihatsu Ayla 1.0 D Hatchback,85000000,112500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-d-jawa-barat-antapani/13515509
2014 Toyota Agya 1.0 G Hatchback,84000000,117500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-astanaanyar/13515271
2012 Nissan Evalia 1.5 XV MPV,89000000,147500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-xv-jawa-barat-astanaanyar/13512878
2004 Toyota Kijang Innova 2.0 V MPV,90000000,197500,Pertamax,N/A,Bandung,8,N/A,https://www.mobil123.com/dijual/toyota-kijang-innova-v-jawa-barat-antapani/13511331
2009 Toyota Avanza 1.3 G MPV,89000000,172500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/toyota-avanza-g-jawa-barat-astanaanyar/13511323
2013 Toyota Agya 1.0 G Hatchback,81000000,112500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-astanaanyar/13498809
2013 Honda Brio 1.2 Satya E Hatchback,89000000,82500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/honda-brio-satya-e-jawa-barat-astanaanyar/13498777
2009 Suzuki Swift 1.5 ST Hatchback,87000000,122500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-swift-st-jawa-barat-antapani/13455036
2014 Toyota Agya 1.0 G Hatchback,85000000,22500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-antapani/13440518
2018 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,85000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-antapani/13368247
2013 Toyota Etios Valco 1.2 E Hatchback,85000000,107500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-buah-batu/13359539
2012 Nissan March 1.2 1.2L Hatchback,85000000,57500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-antapani/13359184
2005 Isuzu Panther 2.5 SMART SUV LM,90000000,97500,Solar,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/isuzu-panther-smart-jawa-barat-padalarang/13296676
2014 Toyota Etios Valco 1.2 G Hatchback,90000000,77500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-buah-batu/13223921
2014 Daihatsu Ayla 1.0 M Hatchback,80000000,37500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-m-jawa-barat-astanaanyar/13208635
2014 Toyota Agya 1.0 G Hatchback,82000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-buah-batu/13182398
2014 Nissan Evalia 1.5 SV MPV,90000000,102500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-jawa-barat-astanaanyar/13129190
2013 Suzuki APV 1.5 GL Arena Van,85000000,127500,Pertamax,N/A,Bandung,8,N/A,https://www.mobil123.com/dijual/suzuki-apv-gl-arena-jawa-barat-astanaanyar/13128292
2013 Toyota Etios Valco 1.2 E Hatchback,80000000,87500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-buah-batu/13117171
2013 Toyota Etios Valco 1.2 G Hatchback,87000000,107500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-babakanciparay/13117145
2018 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,80000000,67500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-buah-batu/13116927
2015 Toyota Etios Valco 1.2 G Hatchback,90000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-arcamanik/13115163
2017 Daihatsu Ayla 1.0 X Hatchback,85000000,77500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-buah-batu/13087190
2012 Daihatsu Xenia 1.0 D MPV,90000000,117500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-d-jawa-barat-astanaanyar/13060684
2013 Toyota Etios Valco 1.2 G Hatchback,85000000,112500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-antapani/13050924
2012 Nissan Evalia 1.5 SV MPV,85000000,137500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-jawa-barat-antapani/13050634
2018 Daihatsu Sigra 1.0 M MPV,90000000,57500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-sigra-m-jawa-barat-bojongsoang/13050546
2016 Nissan Evalia 1.5 St MPV,90000000,97500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-st-jawa-barat-bandung-kulon/13050503
2010 Daihatsu Xenia 1.3 Xi SPORTY MPV,88000000,112500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-xi-sporty-jawa-barat-bandung-kulon/13043648
"2009 Toyota Avanza 1,5 S MPV",88000000,238000,Pertamax,N/A,Jakarta Barat,7,N/A,https://www.mobil123.com/dijual/toyota-avanza-s-dki-jakarta-joglo/14814610
2006 Honda City 1.5 VTEC Sedan,80000000,182500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/honda-city-vtec-jawa-barat-bandung/14814438
"2014 Toyota Agya 1,0 TRD Sportivo Hatchback",85000000,85000,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/toyota-agya-trd-sportivo-banten-karawaci/14814244
2020 DFSK Super Cab 1.5 Single Cab Pick-up,90000000,72500,Pertamax,N/A,Pontianak,3,N/A,https://www.mobil123.com/dijual/dfsk-super-cab-single-cab-kalimantan-barat-pontianak-kota/14813315
2013 Nissan March 1.2 XS Hatchback,80000000,77500,Pertamax,N/A,Jakarta Timur,5,N/A,https://www.mobil123.com/dijual/nissan-march-xs-dki-jakarta-duren-sawit/14811566
2015 Toyota Agya 1.0 E Hatchback,89000000,57500,Pertamax,N/A,Jakarta Barat,5,N/A,https://www.mobil123.com/dijual/toyota-agya-e-dki-jakarta-grogol/14801016
2013 Nissan Evalia 1.5 SV MPV,85000000,112500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-evalia-sv-jawa-barat-antapani/14406703
2014 Toyota Etios Valco 1.2 G Hatchback,87000000,112500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-antapani/14466193
2014 Toyota Agya 1.0 G Hatchback,80000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-sukajadi/14466196
2017 Daihatsu Ayla 1.0 X Hatchback,85000000,22500,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-banten-karawaci/14802282
2010 Daihatsu Xenia 1.3 Xi MPV Family AT KM Low Rawatan,88000000,107500,Pertamax,N/A,Jakarta Selatan,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-xi-dki-jakarta-kebayoran-baru/14020824
2014 Honda Brio 1.2 Satya E Hatchback,90000000,127500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/honda-brio-satya-e-jawa-barat-buah-batu/14629457
2019 Renault Kwid 1.0 Climber Hatchback Easy-R Facelift Matic Low KM Record,90000000,52500,Pertamax,N/A,Tangerang,5,N/A,https://www.mobil123.com/dijual/renault-kwid-climber-banten-batu-ceper/14798519
2013 Daihatsu Ayla 1.0 X Hatchback TDP 5 jt,80000000,37500,Pertamax,N/A,Purwakarta,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-x-jawa-barat-purwakarta/14739649
2010 Toyota Vios 1.5 G Sedan,90000000,140000,Pertamax,N/A,Yogyakarta,5,N/A,https://www.mobil123.com/dijual/toyota-vios-g-yogyakarta-yogyakarta/14734938
2016 Suzuki Karimun Wagon R 1.0 GS Wagon R Hatchback,84000000,52500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gs-wagon-r-jawa-barat-antapani/12808974
2013 Honda Brio 1.2 Satya A Hatchback,90000000,77500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/honda-brio-satya-a-jawa-barat-antapani/12808891
2014 Suzuki APV 1.5 GE Van,80000000,77500,Pertamax,N/A,Bandung,8,N/A,https://www.mobil123.com/dijual/suzuki-apv-ge-jawa-barat-caringin/12803181
2017 Daihatsu Gran Max 1.3 AC Van,85000000,147500,Pertamax,N/A,Bandung,2,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-astanaanyar/12754099
2013 Toyota Etios Valco 1.2 G Hatchback,90000000,57500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-regol/12739666
2007 Honda City 1.5 VTEC Sedan,82000000,117500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/honda-city-vtec-jawa-barat-antapani/12721998
2011 Nissan March 1.2 XS Hatchback,85000000,82500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-xs-jawa-barat-regol/12661360
2014 Toyota Etios Valco 1.2 G Hatchback,90000000,92500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-g-jawa-barat-bandung-wetan/12653031
2012 Nissan March 1.2 1.2L Hatchback,80000000,127500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-astanaanyar/12652849
2011 Nissan March 1.2 1.2L Hatchback,82000000,102500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-cicendo/12615952
2014 Toyota Etios Valco 1.2 E Hatchback,87000000,27500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-sukajadi/12615475
2012 Nissan Serena 2.0 Comfort Touring MPV Kondisi Mulus Terawat Istimewa,85000000,120000,Pertamax,N/A,Bekasi,7,N/A,https://www.mobil123.com/dijual/nissan-serena-comfort-touring-jawa-barat-bekasi/14792732
2014 Suzuki Karimun Wagon R 1.0 GL Wagon R Hatchback,80000000,37500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-karimun-wagon-r-gl-wagon-r-jawa-barat-astanaanyar/12525121
2014 KIA Picanto 1.2 SE 3 Hatchback,80000000,57500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-arcamanik/12500808
2008 Suzuki Swift 1.5 ST Hatchback,88000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-swift-st-jawa-barat-antapani/12500776
2014 KIA Picanto 1.2 SE 3 Hatchback,88000000,42500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/kia-picanto-se-3-jawa-barat-antapani/12481495
2011 Nissan Grand Livina 1.5 XV MPV,88000000,142500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/nissan-grand-livina-xv-jawa-barat-antapani/12472664
2012 Nissan March 1.2 1.2L Hatchback,80000000,92500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-arcamanik/12458877
2011 Daihatsu Xenia 1.0 Li DELUXE MPV,80000000,147500,Pertamax,N/A,Bandung,7,N/A,https://www.mobil123.com/dijual/daihatsu-xenia-li-deluxe-jawa-barat-sukajadi/12386801
2013 Nissan March 1.2 1.2L Hatchback,80000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-arcamanik/12386653
2018 Daihatsu Gran Max 1.3 AC Van,88000000,82500,Pertamax,N/A,Bandung,2,N/A,https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-ngamprah/12284657
2010 Suzuki Swift 1.5 ST Hatchback,87000000,97500,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/suzuki-swift-st-jawa-barat-batununggal/12273045
"2014 Toyota Etios Valco 1,2 E Hatchback",85000000,61136,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-etios-valco-e-jawa-barat-regol/12237142
"2015 Toyota Agya 1,0 G Hatchback",90000000,70702,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-jawa-barat-regol/12237044
"2019 Daihatsu Ayla 1,0 D+ Hatchback",85000000,64441,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-ayla-d-plus-jawa-barat-regol/12231195
"2014 Daihatsu Sirion 1,3 D FMC Hatchback",85000000,73027,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/daihatsu-sirion-d-fmc-jawa-barat-regol/12231083
"2013 Toyota Agya 1,0 TRD Sportivo Hatchback",85000000,113316,Pertamax,N/A,Bandung,5,N/A,https://www.mobil123.com/dijual/toyota-agya-trd-sportivo-jawa-barat-antapani/12230943
2009 Suzuki Swift 1.5 ST Hatchback,87000000,137500,Pertamax,N/A,Jakarta Barat,5,N/A,https://www.mobil123.com/dijual/suzuki-swift-st-dki-jakarta-joglo/14471166
"2014 Toyota Agya 1,0 G Hatchback",80000000,80000,Pertamax,N/A,Jakarta Pusat,5,N/A,https://www.mobil123.com/dijual/toyota-agya-g-dki-jakarta-gambir/14786288
